Title (News Shots),Categories,Date
Bluebird Bio's Skysona (elivaldogene autotemcel) Receives EC's Approval for the Treatment of Cerebral Adrenoleukodystrophy,Regulatory,22/7/2021
Merck and Eisai's Keytruda (pembrolizumab) + Lenvima (lenvatinib) Receive the US FDA's Approval for the Treatment of Advanced Endometrial Carcinoma,Regulatory,22/7/2021
"Bioeq Collaborates with Teva to Commercialize FYB201 (biosimilar, ranibizumab)",Biotech,2021-07-07
Synaffix Signs a License Agreement with ProfoundBio for ADC Technologies,Biotech,23/7/2021
NGM Reports Completion of Patient Enrollment in P-II CATALINA Study of NGM621 in Patients with Geographic Atrophy Secondary to Age-Related Macular Degeneration,Clinical Trials,23/7/2021
Celltrion Collaborates with Inhalon to Develop Regdanvimab (CT-P59) for the Treatment of COVID-19 at Home,COVID-19,23/7/2021
"Meiji and Dong-A ST Sign an Exclusive License Agreement with Intas to Commercialize DMB-3115, Proposed Biosimilar to Ustekinumab",Biosimilars,23/7/2021
ImaginAb Signs a Multi-Year Non-Exclusive License Agreement with Boehringer Ingelheim for CD8 ImmunoPET Technology,Biotech,23/7/2021
AstraZeneca's Bydureon BCise (exenatide extended-release) Receives the US FDA's Approval for the Treatment of Type2 Diabetes,Regulatory,23/7/2021
Alexion's Ultomiris (ravulizumab) Receives CHMP's Positive Opinion Recommending its Approval for Children and Adolescents with PNH,Regulatory,26/7/2021
AstraZeneca's Vaxzevria Demonstrates Effectiveness After One Dose Against Beta/Gamma and Delta Variants of SARS-CoV-2 Virus,Biotech,26/7/2021
AbbVie Presents Results of AGN-190584 in P-III GEMINI 1 Study for Presbyopia at 2021 ASCRS,Clinical Trials,26/7/2021
The US FDA Declines to Approve Incyte's Retifanlimab to Treat Patients with Squamous Cell Carcinoma of the Anal Canal,Regulatory,26/7/2021
Denali Reports Results of DNL310 in P-I/II Study in Patients with the Lysosomal Storage Disease Hunter Syndrome (MPS II),Biotech|Clinical Trials,26/7/2021
PerkinElmer to Acquire BioLegend for $5.25B,M&A,26/7/2021
BeiGene's Brukinsa (Zanubrutinib) Receives Health Canada's Approval for Mantle Cell Lymphoma,Regulatory,27/7/2021
Prothena Presents Preclinical Data of its Alzheimer's Candidates at AAIC 2021,Clinical Trials,27/7/2021
GSK's Shingrix Receives the US FDA's Approval to Prevent Shingles in Immunocompromised Adults,Regulatory,27/7/2021
Adagio Collaborates with Biocon to Provide COVID-19 Ab Treatment to Patients in India and Other Emerging Markets,Biotech|COVID-19,27/7/2021
BioNTech Plans to Initiate the Clinical Study of Malaria and Tuberculosis Vaccines in 2022,Biotech|Clinical Trials,27/7/2021
"AstraZeneca and Regeneron Collaborate to Research, Develop and Commercialize Therapies for Obesity",Pharma,27/7/2021
Amgen to Acquire Teneobio for ~$2.5B,M&A,28/7/2021
PeptiDream and Takeda Expand its Research and License Agreement to Develop Peptide Drug Conjugates Targeting CNS Diseases,Biotech,28/7/2021
AbbVie and Calico Expand its Existing Collaboration to Focus on Aging and Age-Related Diseases,Biotech,28/7/2021
Sanofi's Avalglucosidase alfa Receives CHMP's Positive Opinion for Patients with Pompe Disease,Regulatory,28/7/2021
BridgeBio Enters into Clinical Collaboration with BMS to Evaluate BBP-398 + Opdivo for Advanced Solid Tumors with KRAS Mutations,Clinical Trials|Pharma,28/7/2021
Arena and Aristea Collaborate to Develop RIST4721 for Treatment of Complicated Immune-Mediated Inflammatory Diseases,Biotech,28/7/2021
BD Acquires Tepha to Boost its Surgical Mesh Portfolio,M&A|MedTech,29/7/2021
Roche Reports the US FDA's Acceptance of BLA for Faricimab to Treat Diabetic Macular Edema and Neovascular Age-Related Macular Degeneration,Regulatory,29/7/2021
Regeneron and Sanofi Report Results of Dupixent (dupilumab) in P-III LIBERTY CUPID Clinical Program for Chronic Spontaneous Urticaria,Clinical Trials,29/7/2021
"Viatris and Biocon's Semglee (biosimilar, insulin glargine) Receive the US FDA's Approval as the First Interchangeable Biosimilar for Diabetes",Biosimilars,29/7/2021
Janssen Amends its Agreement with Protagonist to Develop and Commercialize IL-23 Antagonists,Pharma,29/7/2021
Takeda's TAK-994 Receives Breakthrough Therapy Designation for the Treatment of Narcolepsy Type 1,Regulatory,29/7/2021
"Henlius Reports First Patient Dosing in P-I Study of HLX04-O (biosimilar, bevacizumab) for Wet Age-Related Macular Degeneration",Biosimilars,19/7/2021
Lilly Collaborates with Kumquat to Develop Novel Small Molecules that Enhance Tumor-Specific Immune Responses,Biotech,30/7/2021
GSK's Nucala (mepolizumab) Receives the US FDA's Approval for the Treatment of Chronic Rhinosinusitis with Nasal Polyps,Regulatory,30/7/2021
Junshi Reports NMPA's Acceptance of sNDA for Toripalimab + CT as 1L Treatment for Advanced or Metastatic Esophageal Squamous Cell Carcinoma,Pharma,30/7/2021
Alnylam Signs a License Agreement with PeptiDream to Develop and Commercialize Peptide-siRNA Conjugates for Delivery of RNAi Therapeutics to a Broader Range of Extrahepatic Tissues,Biotech,30/7/2021
BeiGene Reports Results of Brukinsa (zanubrutinib) in P-III SEQUOIA Trial for the Treatment of Chronic Lymphocytic Leukemia,Clinical Trials,30/7/2021
Roche Publishes the Results of Evrysdi (risdiplam) in FIREFISH Study to Treat of Type 1 SMA at NEJM,Clinical Trials,30/7/2021
Astellas Signs a License Agreement with Minovia for Novel Mitochondrial Cell Therapy Programs,Biotech,2021-02-08
Takeda and Frazier Collaborate to Launch HilleVax (biopharma company) for the Development of Norovirus Vaccine,Biotech,2021-02-08
AstraZeneca's Saphnelo (anifrolumab-fnia) Receives the US FDA's Approval for the Treatment of Moderate to Severe Systemic Lupus Erythematosus,Regulatory,2021-02-08
Janssen's Uptravi (selexipag) Receives the US FDA's Approval for IV Use in Adults with Pulmonary Arterial Hypertension,Regulatory,2021-02-08
Ipsen Signs an Exclusive Collaboration with Exicure to Develop SNA-Based Therapeutics for Rare Neurodegenerative Disorders,Biotech,2021-02-08
Regeneron Reports the EUA Expansion for REGEN-COV (casirivimab and imdevimab) to Treat COVID 19,COVID-19,2021-02-08
"BioFactura Initiates P-I Study of BFI-751 (biosimilar, ustekinumab)",Biosimilars,25/5/2021
Abzena and BioXpress Collaborate to Develop and Manufacture Biosimilars for Third Party Customers,Biosimilars,27/7/2021
Abbott Launches Jot Dx Insertable Cardiac Monitor to Detect Abnormal Heart Rhythms in US,MedTech,2021-03-08
Sanofi to Acquire Translate Bio for ~$3.2B,M&A,2021-03-08
Roche Reports the US FDA's Acceptance of BLA and Priority Review of Tecentriq (atezolizumab) as an Adjuvant Treatment for NSCLC,Regulatory,2021-03-08
Novartis Lifts Partial Clinical Trial Hold on OAV-101 Clinical Program to Treat SMA,Clinical Trials,2021-03-08
UCB's Bimekizumab Receives NICE Recommendation for the Fast-Track Appraisal to Treat Severe Plaque Psoriasis,Regulatory,2021-03-08
Lilly and Incyte Report Results of Baricitinib in P-III COV-BARRIER Study for Patients with COVID-19 Receiving Invasive Mechanical Ventilation,Clinical Trials,2021-03-08
Marinus Signs an Agreement with Orion for the Commercialization of Ganaxolone in EU,Biotech,2021-04-08
Bayer Reports Results of Eliapixant (BAY1817080) in P-IIb Study for the Treatment of Refractory Chronic Cough,Clinical Trials,2021-04-08
Tachyon Collaborates with AbCellera to Develop Novel Antibody Therapies Targeting TGF-ß Superfamily Member for Cancer,Biotech,2021-04-08
"Celltrion to Supply Herzuma (biosimilar, trastuzumab) and Truxima (biosimilar, rituximab) in Brazil",Biosimilars,2021-04-08
Outlook Reports Results of ONS-5010 / Lytenava (bevacizumab-vikg) in P-III NORSE TWO Trial for the Treatment of Wet AMD,Clinical Trials,2021-04-08
BeyondSpring Reports Results of Plinabulin + Docetaxel in P-III DUBLIN-3 Trial for 2L and 3L Treatment of NSCLC with EGFR Wild Type,Regulatory,2021-04-08
F-star Collaborates with MSD to Evaluate FS120 + Keytruda for the Treatment of Cancer,Clinical Trials,2021-05-08
Schrödinger Signs a R&amp;D Collaboration with Zai Lab for Oncology Program Targeting DNA Damage Response,Biotech,2021-05-08
Regeneron Publishes the Results of REGEN-COV (casirivimab and imdevimab) in P-III Trial to Prevent COVID-19 at NEJM,Clinical Trials,2021-05-08
Pfizer Reports Results of Ritlecitinib in P-IIb/III Trial for the Treatment of Alopecia Areata,Clinical Trials,2021-05-08
Regeneron and Sanofi Stop P-III EMPOWER-Lung 3 Trial Early Due to Improvement in OS for 1L Treatment of NSCLC,Clinical Trials,2021-05-08
Merck's Keytruda (pembrolizumab) Receives the US FDA's Priority Review for the Adjuvant Treatment of Stage II Resected High-Risk Melanoma,Regulatory,2021-05-08
Bayer to Acquire Vividion for ~$2B,M&A,2021-06-08
AstraZeneca Signs an Exclusive License Agreement with Sierra for AZD5153 to Treat Myelofibrosis,Biotech,2021-06-08
Takeda Publishes the Results of Takhzyro (lanadelumab) in P-III HELP Study for the Prevention of Hereditary Angioedema Attacks in the Journal Allergy,Clinical Trials,2021-06-08
"Polpharma &amp; Bioeq Report BLA Submission to the US FDA for FYB201 (biosimilar, ranibizumab)",Biosimilars,2021-06-08
Kite Signs a License Agreement with Appia to Develop Allogeneic Cell Therapies for the Treatment of Cancer,Biotech,2021-06-08
Medtronic to Acquire Intersect ENT for ~$1.1B,M&A|MedTech,2021-06-08
Sanofi's Nexviazyme (avalglucosidase alfa-ngpt) Receives the US FDA's Approval for the Treatment of Late-Onset Pompe Disease,Regulatory,2021-09-08
Genentech Reports Results of Polivy (polatuzumab vedotin-piiq) + R-CHP in P-III POLARIX Trial for the Treatment of Diffuse Large B-Cell Lymphoma,Clinical Trials,2021-09-08
Eli Lilly and Innovent Report Results of Sintilimab + CT in P-III ORIENT-11 Study as 1L Treatment of NSCLC,Clinical Trials,2021-09-08
AstraZeneca's Forxiga (dapagliflozin) Receives EC's Approval for the Treatment of Chronic Kidney Disease in Patients with and without T2D,Regulatory,2021-09-08
UCB Presents Two-Year Data of Bimekizumab in BE BRIGHT Trial for the Treatment of Moderate to Severe Plaque Psoriasis at AAD 2021,Clinical Trials,2021-09-08
Calliditas Receives the US FDA's Fast Track Designation for Setanaxib to Treat Primary Biliary Cholangitis,Regulatory,2021-09-08
AbbVie Terminates its License Agreement with Molecular Partners for Abicipar Pegol,Biotech,2021-10-08
Harmony Acquires ConSynance's Asset for the Treatment of Narcolepsy and other Rare Neurological Diseases,M&A,2021-10-08
AbbVie Receives $20M Milestone in its DUB Targets Collaboration with Mission to Treat Alzheimer and Parkinson Diseases,Biotech,2021-10-08
Seagen Signs an Exclusive WW License Agreement with RemeGen to Develop and Commercialize Disitamab Vedotin,Biotech,2021-10-08
Alnylam Reports Completion of Patient Enrollment in P-III HELIOS-B Study for Vutrisiran to Treat ATTR Amyloidosis with Cardiomyopathy,Clinical Trials,2021-10-08
Merck Reports the US FDA's Acceptance of sBLA and Priority Review for Keytruda (pembrolizumab) as an Adjuvant Treatment for RCC,Regulatory,2021-10-08
Takeda to Advance FIN-524 Development Program in Ulcerative Colitis,Pharma,2021-11-08
Dermavant Reports the US FDA's Acceptance of NDA for Tapinarof Cream to Treat Plaque Psoriasis,Clinical Trials,2021-11-08
GW's Epidyolex (cannabidiol) Receives MHRA's Approval for the Treatment of Seizures Associated with Tuberous Sclerosis Complex in UK,Regulatory,2021-11-08
Merck Reports the US FDA's Acceptance of Keytruda's sBLA for Review to Treat MSI-H/dMMR Advanced Endometrial Carcinoma,Regulatory,2021-11-08
Boston's EXALT Model B Single-Use Bronchoscope Receives the US FDA's Clearance for Bronchoscopy Procedures,MedTech,2021-11-08
The US FDA's Rejects FibroGen's Roxadustat for the Treatment of Anemia Due to CKD,Regulatory,2021-11-08
Sorrento to License Dyadic's DYAI-100 and C1 Technology for Protein-Based Coronavirus Vaccines and Therapeutics,Biotech|COVID-19,2021-12-08
Merck's Keytruda (pembrolizumab) + Lenvima (lenvatinib) Receive the US FDA's Approval as 1L Treatment of Advanced Renal Cell Carcinoma,Regulatory,2021-12-08
C4T's CFT7455 Receives the US FDA's Orphan Drug designation for the Treatment of Multiple Myeloma,Regulatory,2021-12-08
Innovent's IBI306 Meets its Primary Endpoint in P-III CREDIT-2 Study for Heterozygous Familial Hypercholesterolemia,Clinical Trials,2021-12-08
I-Mab Reports Interim Data of Plonmarlimab (TJM2) in P-II/III Study to Treat COVID-19,Clinical Trials,2021-12-08
GC Publishes the Results of GC5107 in P-III Trial for the Treatment of Primary Immunodeficiency in Frontiers in Immunology,Clinical Trials,2021-12-08
Jazz' Xywav Receives the US FDA's Approval for the Treatment of Idiopathic Hypersomnia,Regulatory,13/8/2021
Aprea Reports the FDA's Hold on Clinical Trials for the Treatment Lymphoid Malignancy,Clinical Trials,13/8/2021
Wise and NYU Langone Health Publish the Results of Personal Zen App for Multiple Sclerosis in Frontiers in Neurology,DigiHealth,13/8/2021
Ipsen Reports the Withdrawal of NDA for Palovarotene to Treat Fibrodysplasia Ossificans Progressiva,Clinical Trials,13/8/2021
Celltrion's Regdanvimab (CT-P59) Receives the ANVISA's EUA for the Treatment of COVID-19 in Brazil,COVID-19|Regulatory,13/8/2021
Junshi and Coherus's Toripalimab Receive the US FDA's Breakthrough Therapy Designation as 1L Treatment of Nasopharyngeal Carcinoma,Regulatory,13/8/2021
Merck's Welireg (belzutifan) Receives the US FDA's Approval for the Treatment of Von Hippel-Lindau Disease Associated Tumors,Regulatory,16/8/2021
The US FDA Rejects Sesen Bio's Vicineum (oportuzumab monatox-qqrs) for the Treatment of BCG-Unresponsive NMIBC,Regulatory,16/8/2021
Lilly Reports Results of Lebrikizumab in P-III ADvocate 1 and 2 Studies for the Treatment of Moderate to Severe Atopic Dermatitis,Clinical Trials,16/8/2021
Pfizer's Ticovac Receives the US FDA's Approval for the Prevention of Tick-Borne Encephalitis,Regulatory,16/8/2021
Merck Reports the Initiation of Rolling Submission to Health Canada for Molnupiravir to Treat COVID-19,COVID-19|Regulatory,16/8/2021
The US FDA Lifts the Clinical Hold of Rocket's RP-A501 Clinical Trial to Treat Danon Disease,Clinical Trials,16/8/2021
Eli Lilly's Lyumjev (insulin lispro-aabc injection) Receives the US FDA's Expanded Label Approval for the Treatment of Type 1 and Type 2 Diabetes,Regulatory,17/8/2021
Incyte Signs a License Agreement with InnoCare to Develop and Commercialize Tafasitamab in Greater China,Biotech,17/8/2021
Exelixis Expands its Collaboration with Invenra to Develop Novel Biologics in Oncology,Biotech,17/8/2021
Abbott's Amplatzer Amulet Device Receives the US FDA's Approval for the Treatment of Atrial Fibrillation,MedTech,17/8/2021
Novartis' Cosentyx (secukinumab) Receives the NMPA's Approval for the Treatment of Pediatric Psoriasis in China,Regulatory,17/8/2021
BMS Reports EMA's Validation of MAA for Opdivo (nivolumab) + Yervoy (ipilimumab) and Opdivo + CT to Treat Esophageal Squamous Cell Carcinoma,Regulatory,17/8/2021
Sol-Gel Technologies' Twyneo (tretinoin/benzoyl peroxide) Cream Receives the US FDA's Approval for the Treatment of Acne Vulgaris,Regulatory,27/7/2021
GSK's Jemperli (dostarlimab-gxly) Receives the US FDA's Accelerated Approval for the Treatment of dMMR Recurrent or Advanced Solid Tumors,Regulatory,18/8/2021
Agios Reports the US FDA's Acceptance of NDA and Priority Review for Mitapivat to Treat Pyruvate Kinase Deficiency,Regulatory,18/8/2021
Verily Acquires SignalPath to Expand its Clinical Research Capabilities,M&A|MedTech,18/8/2021
BeiGene and EUSA Receive the NMPA's Approval of Qarziba (dinutuximab beta) for High-Risk Neuroblastoma,Regulatory,18/8/2021
Novartis Reports Results of Beovu (brolucizumab) in P-III KITE &amp; KINGFISHER Trials for the Treatment of Diabetic Macular Edema,Clinical Trials,18/8/2021
BMS Exercises its Option to Develop Exscientia's AI-Designed Drug Candidate,Biotech,18/8/2021
AbbVie Publishes 12-week Results of Atogepant in P-III ADVANCE Trial for the Preventive of Migraine in NEJM,Clinical Trials,19/8/2021
Boehringer Ingelheim and Eli Lilly's Jardiance (empagliflozin) Receive the US FDA's Approval for the Treatment of Heart Failure with Reduced Ejection Fraction,Regulatory,19/8/2021
Coherus and Junshi Report Interim Results of Toripalimab + CT in P-III CHOICE-01 Trial as 1L Treatment for Non-Small Cell Lung Cancer,Clinical Trials,19/8/2021
Merck Signs a Supply Agreement with Werewolf for WTX-124 INDUKINE Program to Treat Solid Tumors,Pharma,19/8/2021
Orion Signs a License and Research Agreement with Alligator to Develop Bispecific Antibody for the Treatment of Cancer,Biotech,19/8/2021
Merck Enters in Third Clinical Trial Collaboration with Adagene to Advance ADG106 + Keytruda (pembrolizumab) for Solid Tumors and Hematological Malignancies,Clinical Trials,19/8/2021
BMS' Abecma (Idecabtagene Vicleucel) Receives EC's Conditional Approval for Relapsed and Refractory Multiple Myeloma,Regulatory,20/8/2021
Gilead Reports EMA's Validation of MAA for Lenacapavir to Treat HIV-1 in People with Limited Therapy Options,Regulatory,20/8/2021
